record_id,canonical_id,title,abstract,title_text,abstract_text,title_abstract_text,label,label_name
art_b0e52d22af31,doi:10.1016/j.ijinfomgt.2020.102199,The state of play of blockchain technology in the financial services sector: A systematic literature review,,The state of play of blockchain technology in the financial services sector: A systematic literature review,,The state of play of blockchain technology in the financial services sector: A systematic literature review,0,irrelevant
art_c75a0f2719c6,doi:10.1016/j.vehcom.2020.100249,Applications of blockchain in unmanned aerial vehicles: A review,,Applications of blockchain in unmanned aerial vehicles: A review,,Applications of blockchain in unmanned aerial vehicles: A review,0,irrelevant
art_beee0ec22031,doi:10.1109/jiot.2019.2920987,Blockchain for Internet of Things: A Survey,"Internet of Things (IoT) is reshaping the incumbent industry to smart industry featured with data-driven decision-making. However, intrinsic features of IoT result in a number of challenges, such as decentralization, poor interoperability, privacy, and security vulnerabilities. Blockchain technology brings the opportunities in addressing the challenges of IoT. In this paper, we investigate the integration of blockchain technology with IoT. We name such synthesis of blockchain and IoT as blockchain of things (BCoT). This paper presents an in-depth survey of BCoT and discusses the insights of this new paradigm. In particular, we first briefly introduce IoT and discuss the challenges of IoT. Then, we give an overview of blockchain technology. We next concentrate on introducing the convergence of blockchain and IoT and presenting the proposal of BCoT architecture. We further discuss the issues about using blockchain for fifth generation beyond in IoT as well as industrial applications of BCoT. Finally, we outline the open research directions in this promising area.",Blockchain for Internet of Things: A Survey,"Internet of Things (IoT) is reshaping the incumbent industry to smart industry featured with data-driven decision-making. However, intrinsic features of IoT result in a number of challenges, such as decentralization, poor interoperability, privacy, and security vulnerabilities. Blockchain technology brings the opportunities in addressing the challenges of IoT. In this paper, we investigate the integration of blockchain technology with IoT. We name such synthesis of blockchain and IoT as blockchain of things (BCoT). This paper presents an in-depth survey of BCoT and discusses the insights of this new paradigm. In particular, we first briefly introduce IoT and discuss the challenges of IoT. Then, we give an overview of blockchain technology. We next concentrate on introducing the convergence of blockchain and IoT and presenting the proposal of BCoT architecture. We further discuss the issues about using blockchain for fifth generation beyond in IoT as well as industrial applications of BCoT. Finally, we outline the open research directions in this promising area.","Blockchain for Internet of Things: A Survey

Internet of Things (IoT) is reshaping the incumbent industry to smart industry featured with data-driven decision-making. However, intrinsic features of IoT result in a number of challenges, such as decentralization, poor interoperability, privacy, and security vulnerabilities. Blockchain technology brings the opportunities in addressing the challenges of IoT. In this paper, we investigate the integration of blockchain technology with IoT. We name such synthesis of blockchain and IoT as blockchain of things (BCoT). This paper presents an in-depth survey of BCoT and discusses the insights of this new paradigm. In particular, we first briefly introduce IoT and discuss the challenges of IoT. Then, we give an overview of blockchain technology. We next concentrate on introducing the convergence of blockchain and IoT and presenting the proposal of BCoT architecture. We further discuss the issues about using blockchain for fifth generation beyond in IoT as well as industrial applications of BCoT. Finally, we outline the open research directions in this promising area.",0,irrelevant
art_83339b811a15,doi:10.1109/bigdatacongress.2017.85,"An Overview of Blockchain Technology: Architecture, Consensus, and Future Trends","Blockchain, the foundation of Bitcoin, has received extensive attentions recently. Blockchain serves as an immutable ledger which allows transactions take place in a decentralized manner. Blockchain-based applications are springing up, covering numerous fields including financial services, reputation system and Internet of Things (IoT), and so on. However, there are still many challenges of blockchain technology such as scalability and security problems waiting to be overcome. This paper presents a comprehensive overview on blockchain technology. We provide an overview of blockchain architechture firstly and compare some typical consensus algorithms used in different blockchains. Furthermore, technical challenges and recent advances are briefly listed. We also lay out possible future trends for blockchain.","An Overview of Blockchain Technology: Architecture, Consensus, and Future Trends","Blockchain, the foundation of Bitcoin, has received extensive attentions recently. Blockchain serves as an immutable ledger which allows transactions take place in a decentralized manner. Blockchain-based applications are springing up, covering numerous fields including financial services, reputation system and Internet of Things (IoT), and so on. However, there are still many challenges of blockchain technology such as scalability and security problems waiting to be overcome. This paper presents a comprehensive overview on blockchain technology. We provide an overview of blockchain architechture firstly and compare some typical consensus algorithms used in different blockchains. Furthermore, technical challenges and recent advances are briefly listed. We also lay out possible future trends for blockchain.","An Overview of Blockchain Technology: Architecture, Consensus, and Future Trends

Blockchain, the foundation of Bitcoin, has received extensive attentions recently. Blockchain serves as an immutable ledger which allows transactions take place in a decentralized manner. Blockchain-based applications are springing up, covering numerous fields including financial services, reputation system and Internet of Things (IoT), and so on. However, there are still many challenges of blockchain technology such as scalability and security problems waiting to be overcome. This paper presents a comprehensive overview on blockchain technology. We provide an overview of blockchain architechture firstly and compare some typical consensus algorithms used in different blockchains. Furthermore, technical challenges and recent advances are briefly listed. We also lay out possible future trends for blockchain.",0,irrelevant
art_8dbcc8e93469,doi:10.1145/3190508.3190538,Hyperledger fabric,Fabric is a modular and extensible open-source system for deploying and operating permissioned blockchains and one of the Hyperledger projects hosted by the Linux Foundation (www.hyperledger.org).,Hyperledger fabric,Fabric is a modular and extensible open-source system for deploying and operating permissioned blockchains and one of the Hyperledger projects hosted by the Linux Foundation (www.hyperledger.org).,"Hyperledger fabric

Fabric is a modular and extensible open-source system for deploying and operating permissioned blockchains and one of the Hyperledger projects hosted by the Linux Foundation (www.hyperledger.org).",0,irrelevant
art_3834529b0e6f,hash:158f3d946753,The Corda Platform: An Introduction,,The Corda Platform: An Introduction,,The Corda Platform: An Introduction,0,irrelevant
art_47b599653f30,doi:10.48550/arxiv.1311.0243,Majority is not Enough: Bitcoin Mining is Vulnerable,"The Bitcoin cryptocurrency records its transactions in a public log called the blockchain. Its security rests critically on the distributed protocol that maintains the blockchain, run by participants called miners. Conventional wisdom asserts that the protocol is incentive-compatible and secure against colluding minority groups, i.e., it incentivizes miners to follow the protocol as prescribed. We show that the Bitcoin protocol is not incentive-compatible. We present an attack with which colluding miners obtain a revenue larger than their fair share. This attack can have significant consequences for Bitcoin: Rational miners will prefer to join the selfish miners, and the colluding group will increase in size until it becomes a majority. At this point, the Bitcoin system ceases to be a decentralized currency. Selfish mining is feasible for any group size of colluding miners. We propose a practical modification to the Bitcoin protocol that protects against selfish mining pools that command less than 1/4 of the resources. This threshold is lower than the wrongly assumed 1/2 bound, but better than the current reality where a group of any size can compromise the system.",Majority is not Enough: Bitcoin Mining is Vulnerable,"The Bitcoin cryptocurrency records its transactions in a public log called the blockchain. Its security rests critically on the distributed protocol that maintains the blockchain, run by participants called miners. Conventional wisdom asserts that the protocol is incentive-compatible and secure against colluding minority groups, i.e., it incentivizes miners to follow the protocol as prescribed. We show that the Bitcoin protocol is not incentive-compatible. We present an attack with which colluding miners obtain a revenue larger than their fair share. This attack can have significant consequences for Bitcoin: Rational miners will prefer to join the selfish miners, and the colluding group will increase in size until it becomes a majority. At this point, the Bitcoin system ceases to be a decentralized currency. Selfish mining is feasible for any group size of colluding miners. We propose a practical modification to the Bitcoin protocol that protects against selfish mining pools that command less than 1/4 of the resources. This threshold is lower than the wrongly assumed 1/2 bound, but better than the current reality where a group of any size can compromise the system.","Majority is not Enough: Bitcoin Mining is Vulnerable

The Bitcoin cryptocurrency records its transactions in a public log called the blockchain. Its security rests critically on the distributed protocol that maintains the blockchain, run by participants called miners. Conventional wisdom asserts that the protocol is incentive-compatible and secure against colluding minority groups, i.e., it incentivizes miners to follow the protocol as prescribed. We show that the Bitcoin protocol is not incentive-compatible. We present an attack with which colluding miners obtain a revenue larger than their fair share. This attack can have significant consequences for Bitcoin: Rational miners will prefer to join the selfish miners, and the colluding group will increase in size until it becomes a majority. At this point, the Bitcoin system ceases to be a decentralized currency. Selfish mining is feasible for any group size of colluding miners. We propose a practical modification to the Bitcoin protocol that protects against selfish mining pools that command less than 1/4 of the resources. This threshold is lower than the wrongly assumed 1/2 bound, but better than the current reality where a group of any size can compromise the system.",0,irrelevant
art_5a3a0848a8ae,doi:10.5281/zenodo.1466713,"Analysis Of Blockchain Technology: Pros, Cons And Swot","Any online transaction that involves digital money is a bit of a challenge these days with the rising threats of hackers trying to steal bank details posted online. This leads to the invention of various kinds of crypto-currency, Bitcoin being one of them. The technology behind using the Bitcoin is popularly called as Blockchain. Blockchain is a digitized, de-centralized, public ledger of all crypto-currency transaction/s. Blockchain tries to create and share all the online transactions, stored in a distributed ledger, as a data structure on a network of computers. It validates the transactions using peer-to-peer network of computers. It allows users to make and verify transactions immediately without a central authority. Blockchain is a transaction database which contains information about all the transactions ever executed in the past and works on Bitcoin protocol. In this analysis paper we discussed what is Blockchain?, SWOT analysis of BC, Types of BC and how Blockchain works along with its advantages and disadvantages.","Analysis Of Blockchain Technology: Pros, Cons And Swot","Any online transaction that involves digital money is a bit of a challenge these days with the rising threats of hackers trying to steal bank details posted online. This leads to the invention of various kinds of crypto-currency, Bitcoin being one of them. The technology behind using the Bitcoin is popularly called as Blockchain. Blockchain is a digitized, de-centralized, public ledger of all crypto-currency transaction/s. Blockchain tries to create and share all the online transactions, stored in a distributed ledger, as a data structure on a network of computers. It validates the transactions using peer-to-peer network of computers. It allows users to make and verify transactions immediately without a central authority. Blockchain is a transaction database which contains information about all the transactions ever executed in the past and works on Bitcoin protocol. In this analysis paper we discussed what is Blockchain?, SWOT analysis of BC, Types of BC and how Blockchain works along with its advantages and disadvantages.","Analysis Of Blockchain Technology: Pros, Cons And Swot

Any online transaction that involves digital money is a bit of a challenge these days with the rising threats of hackers trying to steal bank details posted online. This leads to the invention of various kinds of crypto-currency, Bitcoin being one of them. The technology behind using the Bitcoin is popularly called as Blockchain. Blockchain is a digitized, de-centralized, public ledger of all crypto-currency transaction/s. Blockchain tries to create and share all the online transactions, stored in a distributed ledger, as a data structure on a network of computers. It validates the transactions using peer-to-peer network of computers. It allows users to make and verify transactions immediately without a central authority. Blockchain is a transaction database which contains information about all the transactions ever executed in the past and works on Bitcoin protocol. In this analysis paper we discussed what is Blockchain?, SWOT analysis of BC, Types of BC and how Blockchain works along with its advantages and disadvantages.",0,irrelevant
art_ef291c91e83a,doi:10.1007/s12083-021-01127-0,"Blockchain smart contracts: Applications, challenges, and future trends",,"Blockchain smart contracts: Applications, challenges, and future trends",,"Blockchain smart contracts: Applications, challenges, and future trends",0,irrelevant
art_665299d9fb7d,doi:10.1145/22145.22178,The knowledge complexity of interactive proof-systems,How much knowledge should be communicated fir proving a theorem T?,The knowledge complexity of interactive proof-systems,How much knowledge should be communicated fir proving a theorem T?,"The knowledge complexity of interactive proof-systems

How much knowledge should be communicated fir proving a theorem T?",0,irrelevant
art_55298c51091b,doi:10.1145/3133956.3133982,Practical Secure Aggregation for Privacy-Preserving Machine Learning,"We design a novel, communication-efficient, failure-robust protocol for secure aggregation of high-dimensional data. Our protocol allows a server to compute the sum of large, user-held data vectors from mobile devices in a secure manner (i.e. without learning each user's individual contribution), and can be used, for example, in a federated learning setting, to aggregate user-provided model updates for a deep neural network. We prove the security of our protocol in the honest-but-curious and active adversary settings, and show that security is maintained even if an arbitrarily chosen subset of users drop out at any time. We evaluate the efficiency of our protocol and show, by complexity analysis and a concrete implementation, that its runtime and communication overhead remain low even on large data sets and client pools. For 16-bit input values, our protocol offers $1.73 x communication expansion for 210 users and 220-dimensional vectors, and 1.98 x expansion for 214 users and 224-dimensional vectors over sending data in the clear.",Practical Secure Aggregation for Privacy-Preserving Machine Learning,"We design a novel, communication-efficient, failure-robust protocol for secure aggregation of high-dimensional data. Our protocol allows a server to compute the sum of large, user-held data vectors from mobile devices in a secure manner (i.e. without learning each user's individual contribution), and can be used, for example, in a federated learning setting, to aggregate user-provided model updates for a deep neural network. We prove the security of our protocol in the honest-but-curious and active adversary settings, and show that security is maintained even if an arbitrarily chosen subset of users drop out at any time. We evaluate the efficiency of our protocol and show, by complexity analysis and a concrete implementation, that its runtime and communication overhead remain low even on large data sets and client pools. For 16-bit input values, our protocol offers $1.73 x communication expansion for 210 users and 220-dimensional vectors, and 1.98 x expansion for 214 users and 224-dimensional vectors over sending data in the clear.","Practical Secure Aggregation for Privacy-Preserving Machine Learning

We design a novel, communication-efficient, failure-robust protocol for secure aggregation of high-dimensional data. Our protocol allows a server to compute the sum of large, user-held data vectors from mobile devices in a secure manner (i.e. without learning each user's individual contribution), and can be used, for example, in a federated learning setting, to aggregate user-provided model updates for a deep neural network. We prove the security of our protocol in the honest-but-curious and active adversary settings, and show that security is maintained even if an arbitrarily chosen subset of users drop out at any time. We evaluate the efficiency of our protocol and show, by complexity analysis and a concrete implementation, that its runtime and communication overhead remain low even on large data sets and client pools. For 16-bit input values, our protocol offers $1.73 x communication expansion for 210 users and 220-dimensional vectors, and 1.98 x expansion for 214 users and 224-dimensional vectors over sending data in the clear.",0,irrelevant
art_b0fc8a3432f6,hash:c905e90bb404,Prochlo: Strong privacy for analytics in the crowd,,Prochlo: Strong privacy for analytics in the crowd,,Prochlo: Strong privacy for analytics in the crowd,0,irrelevant
art_ea0aad481b14,doi:10.1145/1536414.1536440,Fully homomorphic encryption using ideal lattices,"We propose a fully homomorphic encryption scheme -- i.e., a scheme that allows one to evaluate circuits over encrypted data without being able to decrypt. Our solution comes in three steps. First, we provide a general result -- that, to construct an encryption scheme that permits evaluation of arbitrary circuits, it suffices to construct an encryption scheme that can evaluate (slightly augmented versions of) its own decryption circuit; we call a scheme that can evaluate its (augmented) decryption circuit bootstrappable.",Fully homomorphic encryption using ideal lattices,"We propose a fully homomorphic encryption scheme -- i.e., a scheme that allows one to evaluate circuits over encrypted data without being able to decrypt. Our solution comes in three steps. First, we provide a general result -- that, to construct an encryption scheme that permits evaluation of arbitrary circuits, it suffices to construct an encryption scheme that can evaluate (slightly augmented versions of) its own decryption circuit; we call a scheme that can evaluate its (augmented) decryption circuit bootstrappable.","Fully homomorphic encryption using ideal lattices

We propose a fully homomorphic encryption scheme -- i.e., a scheme that allows one to evaluate circuits over encrypted data without being able to decrypt. Our solution comes in three steps. First, we provide a general result -- that, to construct an encryption scheme that permits evaluation of arbitrary circuits, it suffices to construct an encryption scheme that can evaluate (slightly augmented versions of) its own decryption circuit; we call a scheme that can evaluate its (augmented) decryption circuit bootstrappable.",0,irrelevant
art_ceb83012a119,doi:10.1007/978-3-642-54631-0_18,Scale-Invariant Fully Homomorphic Encryption over the Integers,,Scale-Invariant Fully Homomorphic Encryption over the Integers,,Scale-Invariant Fully Homomorphic Encryption over the Integers,0,irrelevant
art_bfd6cf9a790b,doi:10.5555/2685048.2685095,Scaling distributed machine learning with the parameter server,"We propose a parameter server framework for distributed machine learning problems. Both data and workloads are distributed over worker nodes, while the server nodes maintain globally shared parameters, represented as dense or sparse vectors and matrices. The framework manages asynchronous data communication between nodes, and supports flexible consistency models, elastic scalability, and continuous fault tolerance.To demonstrate the scalability of the proposed framework, we show experimental results on petabytes of real data with billions of examples and parameters on problems ranging from Sparse Logistic Regression to Latent Dirichlet Allocation and Distributed Sketching.",Scaling distributed machine learning with the parameter server,"We propose a parameter server framework for distributed machine learning problems. Both data and workloads are distributed over worker nodes, while the server nodes maintain globally shared parameters, represented as dense or sparse vectors and matrices. The framework manages asynchronous data communication between nodes, and supports flexible consistency models, elastic scalability, and continuous fault tolerance.To demonstrate the scalability of the proposed framework, we show experimental results on petabytes of real data with billions of examples and parameters on problems ranging from Sparse Logistic Regression to Latent Dirichlet Allocation and Distributed Sketching.","Scaling distributed machine learning with the parameter server

We propose a parameter server framework for distributed machine learning problems. Both data and workloads are distributed over worker nodes, while the server nodes maintain globally shared parameters, represented as dense or sparse vectors and matrices. The framework manages asynchronous data communication between nodes, and supports flexible consistency models, elastic scalability, and continuous fault tolerance.To demonstrate the scalability of the proposed framework, we show experimental results on petabytes of real data with billions of examples and parameters on problems ranging from Sparse Logistic Regression to Latent Dirichlet Allocation and Distributed Sketching.",0,irrelevant
art_0500bf582260,doi:10.48550/arxiv.1312.7651,Petuum: A New Platform for Distributed Machine Learning on Big Data,"What is a systematic way to efficiently apply a wide spectrum of advanced ML programs to industrial scale problems, using Big Models (up to 100s of billions of parameters) on Big Data (up to terabytes or petabytes)? Modern parallelization strategies employ fine-grained operations and scheduling beyond the classic bulk-synchronous processing paradigm popularized by MapReduce, or even specialized graph-based execution that relies on graph representations of ML programs. The variety of approaches tends to pull systems and algorithms design in different directions, and it remains difficult to find a universal platform applicable to a wide range of ML programs at scale. We propose a general-purpose framework that systematically addresses data- and model-parallel challenges in large-scale ML, by observing that many ML programs are fundamentally optimization-centric and admit error-tolerant, iterative-convergent algorithmic solutions. This presents unique opportunities for an integrative system design, such as bounded-error network synchronization and dynamic scheduling based on ML program structure. We demonstrate the efficacy of these system designs versus well-known implementations of modern ML algorithms, allowing ML programs to run in much less time and at considerably larger model sizes, even on modestly-sized compute clusters.",Petuum: A New Platform for Distributed Machine Learning on Big Data,"What is a systematic way to efficiently apply a wide spectrum of advanced ML programs to industrial scale problems, using Big Models (up to 100s of billions of parameters) on Big Data (up to terabytes or petabytes)? Modern parallelization strategies employ fine-grained operations and scheduling beyond the classic bulk-synchronous processing paradigm popularized by MapReduce, or even specialized graph-based execution that relies on graph representations of ML programs. The variety of approaches tends to pull systems and algorithms design in different directions, and it remains difficult to find a universal platform applicable to a wide range of ML programs at scale. We propose a general-purpose framework that systematically addresses data- and model-parallel challenges in large-scale ML, by observing that many ML programs are fundamentally optimization-centric and admit error-tolerant, iterative-convergent algorithmic solutions. This presents unique opportunities for an integrative system design, such as bounded-error network synchronization and dynamic scheduling based on ML program structure. We demonstrate the efficacy of these system designs versus well-known implementations of modern ML algorithms, allowing ML programs to run in much less time and at considerably larger model sizes, even on modestly-sized compute clusters.","Petuum: A New Platform for Distributed Machine Learning on Big Data

What is a systematic way to efficiently apply a wide spectrum of advanced ML programs to industrial scale problems, using Big Models (up to 100s of billions of parameters) on Big Data (up to terabytes or petabytes)? Modern parallelization strategies employ fine-grained operations and scheduling beyond the classic bulk-synchronous processing paradigm popularized by MapReduce, or even specialized graph-based execution that relies on graph representations of ML programs. The variety of approaches tends to pull systems and algorithms design in different directions, and it remains difficult to find a universal platform applicable to a wide range of ML programs at scale. We propose a general-purpose framework that systematically addresses data- and model-parallel challenges in large-scale ML, by observing that many ML programs are fundamentally optimization-centric and admit error-tolerant, iterative-convergent algorithmic solutions. This presents unique opportunities for an integrative system design, such as bounded-error network synchronization and dynamic scheduling based on ML program structure. We demonstrate the efficacy of these system designs versus well-known implementations of modern ML algorithms, allowing ML programs to run in much less time and at considerably larger model sizes, even on modestly-sized compute clusters.",0,irrelevant
art_588dd9fc4e8c,hash:588dd9fc4e8c,Large Scale Distributed Deep Networks,,Large Scale Distributed Deep Networks,,Large Scale Distributed Deep Networks,0,irrelevant
art_e26f0ce509db,hash:c439d757cf4e,TensorFlow: A System for Large-Scale Machine Learning,,TensorFlow: A System for Large-Scale Machine Learning,,TensorFlow: A System for Large-Scale Machine Learning,0,irrelevant
art_a0cc3a3cac4a,hash:d2ab5ff56a42,CNTK: Microsoft's Open-Source Deep-Learning Toolkit,,CNTK: Microsoft's Open-Source Deep-Learning Toolkit,,CNTK: Microsoft's Open-Source Deep-Learning Toolkit,0,irrelevant
art_e91263774eb6,hash:77d1a60eef01,SINGA: Putting Deep Learning in the Hands of Multimedia Users,,SINGA: Putting Deep Learning in the Hands of Multimedia Users,,SINGA: Putting Deep Learning in the Hands of Multimedia Users,0,irrelevant
art_46382eafeffb,hash:9b8c3fc398f1,Poseidon: An Efficient Communication Architecture for Distributed Deep Learning on GPU Clusters,,Poseidon: An Efficient Communication Architecture for Distributed Deep Learning on GPU Clusters,,Poseidon: An Efficient Communication Architecture for Distributed Deep Learning on GPU Clusters,0,irrelevant
art_f255c8ec5f62,hash:47c4dab1b2da,Horovod: fast and easy distributed deep learning in TensorFlow,,Horovod: fast and easy distributed deep learning in TensorFlow,,Horovod: fast and easy distributed deep learning in TensorFlow,0,irrelevant
art_7e7d02e0bbc7,hash:80a877a96baa,PipeDream: Fast and Efficient Pipeline Parallel DNN Training,,PipeDream: Fast and Efficient Pipeline Parallel DNN Training,,PipeDream: Fast and Efficient Pipeline Parallel DNN Training,0,irrelevant
art_8fc6516b4efa,hash:b03f58e6eb0c,GPipe: Efficient Training of Giant Neural Networks using Pipeline Parallelism,,GPipe: Efficient Training of Giant Neural Networks using Pipeline Parallelism,,GPipe: Efficient Training of Giant Neural Networks using Pipeline Parallelism,0,irrelevant
art_ad0a0690e297,hash:01646feb6aac,Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism,,Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism,,Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism,0,irrelevant
art_cf9561e3c57d,hash:45e5f6e4559c,ZeRO: Memory Optimizations Toward Training Trillion Parameter Models,,ZeRO: Memory Optimizations Toward Training Trillion Parameter Models,,ZeRO: Memory Optimizations Toward Training Trillion Parameter Models,0,irrelevant
art_b286df9eb8f2,hash:60a3f58ae946,BytePS: A High Performance and Generic Framework for Distributed DNN Training,,BytePS: A High Performance and Generic Framework for Distributed DNN Training,,BytePS: A High Performance and Generic Framework for Distributed DNN Training,0,irrelevant
art_42826169b1ed,hash:c11f77d6d5c9,Parameter Box: High Performance Parameter Servers for Efficient Distributed Deep Neural Network Training,,Parameter Box: High Performance Parameter Servers for Efficient Distributed Deep Neural Network Training,,Parameter Box: High Performance Parameter Servers for Efficient Distributed Deep Neural Network Training,0,irrelevant
art_13eda9f03c9d,hash:9fe30562342c,MXNet: A Flexible and Efficient Machine Learning Library for Heterogeneous Distributed Systems,,MXNet: A Flexible and Efficient Machine Learning Library for Heterogeneous Distributed Systems,,MXNet: A Flexible and Efficient Machine Learning Library for Heterogeneous Distributed Systems,0,irrelevant
art_bc06d99eba66,hash:1ac97b8e8dbe,GossipGraD: Scalable Deep Learning using Gossip Communication based Asynchronous Gradient Descent,,GossipGraD: Scalable Deep Learning using Gossip Communication based Asynchronous Gradient Descent,,GossipGraD: Scalable Deep Learning using Gossip Communication based Asynchronous Gradient Descent,0,irrelevant
art_d06079841de5,hash:a227204a51f0,Deep Gradient Compression: Reducing the Communication Bandwidth for Distributed Training,,Deep Gradient Compression: Reducing the Communication Bandwidth for Distributed Training,,Deep Gradient Compression: Reducing the Communication Bandwidth for Distributed Training,0,irrelevant
art_c1d07c46e7fa,hash:e86ed87efd3c,PowerSGD: Practical Low-Rank Gradient Compression for Distributed Optimization,,PowerSGD: Practical Low-Rank Gradient Compression for Distributed Optimization,,PowerSGD: Practical Low-Rank Gradient Compression for Distributed Optimization,0,irrelevant
art_05e407d6fcae,hash:05e407d6fcae,Local SGD Converges Fast and Communicates Little,,Local SGD Converges Fast and Communicates Little,,Local SGD Converges Fast and Communicates Little,0,irrelevant
art_d0fb7361c4f4,hash:d0fb7361c4f4,Decentralized Parallel Stochastic Gradient Descent,,Decentralized Parallel Stochastic Gradient Descent,,Decentralized Parallel Stochastic Gradient Descent,0,irrelevant
art_db950ebb9743,hash:3da9040c3b6a,D-PSGD: Decentralized Parallel Stochastic Gradient Descent,,D-PSGD: Decentralized Parallel Stochastic Gradient Descent,,D-PSGD: Decentralized Parallel Stochastic Gradient Descent,0,irrelevant
art_fb867b2a0a4d,hash:71794a8102bc,Can Decentralized Algorithms Outperform Centralized Algorithms? A Case Study for Decentralized Parallel Stochastic Gradient Descent,,Can Decentralized Algorithms Outperform Centralized Algorithms? A Case Study for Decentralized Parallel Stochastic Gradient Descent,,Can Decentralized Algorithms Outperform Centralized Algorithms? A Case Study for Decentralized Parallel Stochastic Gradient Descent,0,irrelevant
art_ed3da6dba2ea,hash:c9234dd4e0e9,AD-PSGD: Asynchronous Decentralized Parallel Stochastic Gradient Descent,,AD-PSGD: Asynchronous Decentralized Parallel Stochastic Gradient Descent,,AD-PSGD: Asynchronous Decentralized Parallel Stochastic Gradient Descent,0,irrelevant
art_ec4fc06e18c6,hash:4b8997a73bb3,Split Learning for Health: Distributed Deep Learning without Sharing Raw Patient Data,,Split Learning for Health: Distributed Deep Learning without Sharing Raw Patient Data,,Split Learning for Health: Distributed Deep Learning without Sharing Raw Patient Data,0,irrelevant
art_ee88ab724ab3,hash:deb1d04de04a,U-Shaped Split Learning for Diagnostics and Its Security Implications,,U-Shaped Split Learning for Diagnostics and Its Security Implications,,U-Shaped Split Learning for Diagnostics and Its Security Implications,0,irrelevant
art_18749dfce6fc,hash:a25687240446,SplitFed: When Federated Learning Meets Split Learning,,SplitFed: When Federated Learning Meets Split Learning,,SplitFed: When Federated Learning Meets Split Learning,0,irrelevant
art_21ca9cf74e5e,hash:962f8a87f734,Practical Secure Aggregation for Privacy-Preserving Machine Learning,,Practical Secure Aggregation for Privacy-Preserving Machine Learning,,Practical Secure Aggregation for Privacy-Preserving Machine Learning,0,irrelevant
art_5070520e533d,hash:18e1164a5798,SecureML: A System for Scalable Privacy-Preserving Machine Learning,,SecureML: A System for Scalable Privacy-Preserving Machine Learning,,SecureML: A System for Scalable Privacy-Preserving Machine Learning,0,irrelevant
art_2a9108d5df46,hash:a1575afadaaa,ABY3: A Mixed Protocol Framework for Machine Learning,,ABY3: A Mixed Protocol Framework for Machine Learning,,ABY3: A Mixed Protocol Framework for Machine Learning,0,irrelevant
art_5c7cff4719ed,hash:0b1f4863edc4,CrypTen: Secure Multi-Party Computation Meets Machine Learning,,CrypTen: Secure Multi-Party Computation Meets Machine Learning,,CrypTen: Secure Multi-Party Computation Meets Machine Learning,0,irrelevant
art_fcc1ed10a6b6,hash:798d7d628068,Gazelle: A Low Latency Framework for Secure Neural Network Inference,,Gazelle: A Low Latency Framework for Secure Neural Network Inference,,Gazelle: A Low Latency Framework for Secure Neural Network Inference,0,irrelevant
art_a85d798b9da6,hash:dd1509b2d710,DELPHI: A Cryptographic Inference Service for Neural Networks,,DELPHI: A Cryptographic Inference Service for Neural Networks,,DELPHI: A Cryptographic Inference Service for Neural Networks,0,irrelevant
art_78933c569cdd,hash:1a83965b742e,Pinocchio: Nearly Practical Verifiable Computation,,Pinocchio: Nearly Practical Verifiable Computation,,Pinocchio: Nearly Practical Verifiable Computation,0,irrelevant
art_fd706a991e34,hash:b6ef03868eb3,Bulletproofs: Short Proofs for Confidential Transactions and More,,Bulletproofs: Short Proofs for Confidential Transactions and More,,Bulletproofs: Short Proofs for Confidential Transactions and More,0,irrelevant
art_8b985e0969af,hash:696ef1d82246,Sonic: Zero-Knowledge SNARKs from Linear-Size Universal and Updatable Structured Reference Strings,,Sonic: Zero-Knowledge SNARKs from Linear-Size Universal and Updatable Structured Reference Strings,,Sonic: Zero-Knowledge SNARKs from Linear-Size Universal and Updatable Structured Reference Strings,0,irrelevant
art_847b918e6b2b,hash:5a7328c78761,PLONK: Permutations over Lagrange-bases for Oecumenical Noninteractive arguments of Knowledge,,PLONK: Permutations over Lagrange-bases for Oecumenical Noninteractive arguments of Knowledge,,PLONK: Permutations over Lagrange-bases for Oecumenical Noninteractive arguments of Knowledge,0,irrelevant
art_2076edd18748,hash:11cc7ec51656,Halo: Recursive Proof Composition without a Trusted Setup,,Halo: Recursive Proof Composition without a Trusted Setup,,Halo: Recursive Proof Composition without a Trusted Setup,0,irrelevant
art_80fffb49b651,hash:1f4e36083b98,Nova: Recursive Zero-Knowledge Arguments from Folding Schemes,,Nova: Recursive Zero-Knowledge Arguments from Folding Schemes,,Nova: Recursive Zero-Knowledge Arguments from Folding Schemes,0,irrelevant
art_94e1d92f5d53,hash:8df080b893d4,Ethereum: A Secure Decentralised Generalised Transaction Ledger,,Ethereum: A Secure Decentralised Generalised Transaction Ledger,,Ethereum: A Secure Decentralised Generalised Transaction Ledger,0,irrelevant
art_6cf298e73e44,hash:6cf298e73e44,On Scaling Decentralized Blockchains,,On Scaling Decentralized Blockchains,,On Scaling Decentralized Blockchains,0,irrelevant
art_cec83eadfd8f,hash:462ace454684,Bitcoin-NG: A Scalable Blockchain Protocol,,Bitcoin-NG: A Scalable Blockchain Protocol,,Bitcoin-NG: A Scalable Blockchain Protocol,0,irrelevant
